		Structural Health Monitor
	 TIMESTAMP 	 ACCx 	ACCy 	ACCz 	  BAT 	 HUM 	 TEMP 	 MAS 	 RLE 
200/1/9 21:26:14	-4.43	-4.16	2.79	192.00	62.00	33.00	5268	5344
200/1/9 21:26:18	-4.43	-4.20	2.90	192.00	62.00	33.00	5276	5332
200/1/9 21:26:23	-4.39	-4.20	2.86	192.00	63.00	32.00	5280	5336
200/1/9 21:26:27	-4.39	-4.16	2.90	192.00	62.00	29.00	5264	7288
200/1/9 21:26:32	-4.43	-4.20	2.82	191.00	62.00	33.00	5268	5336
200/1/9 21:26:37	-4.43	-4.24	2.86	192.00	63.00	32.00	5284	5332
200/1/9 21:26:41	-4.39	-4.24	2.82	192.00	63.00	32.00	5284	5340
200/1/9 21:26:46	-4.43	-4.20	2.86	192.00	62.00	33.00	5276	5348
200/1/9 21:26:50	-4.47	-4.20	2.82	192.00	62.00	32.00	5284	5332
200/1/9 21:26:55	-4.39	-4.16	2.86	192.00	63.00	32.00	5284	5340
200/1/9 21:26:59	-4.39	-4.20	2.82	192.00	62.00	33.00	5284	5336
200/1/9 21:27:4		-4.39	-4.24	2.82	192.00	63.00	32.00	5288	5336
200/1/9 21:27:9		-4.39	-4.24	2.86	192.00	62.00	33.00	5288	5336
200/1/9 21:27:13	-4.43	-4.24	2.86	192.00	62.00	33.00	7216	5348
200/1/9 21:27:18	-4.39	-4.20	2.79	192.00	62.00	32.00	5284	5336
200/1/9 21:27:22	-4.43	-4.16	2.90	192.00	62.00	33.00	5280	5332
200/1/9 21:27:27	-4.39	-4.24	2.82	192.00	63.00	32.00	5284	5344
200/1/9 21:27:31	-4.43	-4.28	2.90	192.00	62.00	33.00	5260	5344
200/1/9 21:27:36	-4.43	-4.20	2.86	192.00	63.00	32.00	5284	5328
200/1/9 21:27:40	-4.43	-4.20	2.79	192.00	63.00	32.00	5288	5336
200/1/9 21:27:45	-4.43	-4.16	2.90	192.00	63.00	32.00	5288	5324
200/1/9 21:27:50	-4.43	-4.16	2.82	192.00	63.00	32.00	5288	5348
200/1/9 21:27:54	-4.43	-4.24	2.79	192.00	62.00	33.00	5280	5332
200/1/9 21:27:59	-4.43	-4.24	2.86	192.00	62.00	33.00	5272	5352
200/1/9 21:28:3		-4.43	-4.24	2.86	192.00	63.00	32.00	5288	5332
200/1/9 21:28:8		-4.43	-4.16	2.86	191.00	62.00	32.00	5264	5348
200/1/9 21:28:12	-4.39	-4.20	2.82	192.00	63.00	32.00	5276	5352
200/1/9 21:28:17	-4.39	-4.20	2.82	192.00	63.00	32.00	5288	5340
200/1/9 21:28:22	-4.39	-4.24	3.02	192.00	62.00	33.00	5276	5344
200/1/9 21:28:26	-4.39	-4.20	2.86	192.00	63.00	32.00	7220	5344
200/1/9 21:28:31	-4.43	-4.16	2.79	192.00	63.00	32.00	5284	5336
200/1/9 21:28:35	-4.43	-4.24	2.86	192.00	63.00	32.00	5268	5340
200/1/9 21:28:40	-4.43	-4.20	2.82	192.00	63.00	32.00	5284	5324
200/1/9 21:28:44	-4.43	-4.20	2.90	192.00	63.00	32.00	5264	5348
200/1/9 21:28:49	-4.39	-4.16	2.82	192.00	63.00	32.00	5280	5356
200/1/9 21:28:54	-4.43	-4.20	2.79	192.00	63.00	32.00	5280	5344
200/1/9 21:28:58	-4.43	-4.24	2.82	192.00	63.00	32.00	5276	5340
200/1/9 21:29:3		-4.39	-4.24	2.86	192.00	63.00	32.00	5280	5348
200/1/9 21:29:7		-4.43	-4.24	2.86	192.00	63.00	32.00	5280	5328
200/1/9 21:29:12	-4.39	-4.20	2.82	192.00	63.00	32.00	5280	5336
200/1/9 21:29:16	-4.43	-4.24	2.90	192.00	63.00	32.00	5280	5352
200/1/9 21:29:21	-4.43	-4.16	2.82	192.00	62.00	32.00	5276	5348
200/1/9 21:29:26	-4.43	-4.24	2.86	192.00	62.00	32.00	5284	5332
200/1/9 21:29:30	-4.43	-4.20	2.82	192.00	63.00	32.00	5264	5336
200/1/9 21:29:35	-4.39	-4.16	2.82	192.00	63.00	32.00	5284	5348
200/1/9 21:29:39	-4.43	-4.20	2.86	192.00	63.00	32.00	5292	5344
200/1/9 21:29:44	-4.43	-4.20	2.79	192.00	63.00	32.00	5272	5344
200/1/9 21:29:48	-4.47	-4.20	2.90	191.00	63.00	32.00	5288	5336
200/1/9 21:29:53	-4.43	-4.20	2.86	192.00	63.00	32.00	5288	5348
200/1/9 21:29:58	-4.43	-4.16	2.82	191.00	63.00	32.00	5280	5344
200/1/9 21:30:2		-4.43	-4.20	2.90	191.00	63.00	32.00	5276	5344
200/1/9 21:30:7		-4.39	-4.16	2.82	191.00	63.00	31.00	5276	7280
200/1/9 21:30:11	-4.39	-4.24	2.79	192.00	63.00	32.00	5272	5348
200/1/9 21:30:16	-4.43	-4.20	2.82	191.00	63.00	32.00	5264	5352
200/1/9 21:30:20	-4.43	-4.16	2.90	192.00	63.00	32.00	5280	5348
200/1/9 21:30:25	-4.39	-4.16	2.75	191.00	63.00	32.00	5272	5352
200/1/9 21:30:29	-4.47	-4.24	2.90	192.00	63.00	32.00	5284	5328
200/1/9 21:30:34	-4.47	-4.12	2.90	192.00	63.00	32.00	5292	5332
200/1/9 21:30:39	-4.47	-4.16	2.86	191.00	63.00	32.00	5284	5348
200/1/9 21:30:43	-4.39	-4.20	2.82	191.00	63.00	32.00	5288	5328
200/1/9 21:30:48	-4.43	-4.20	2.82	191.00	63.00	32.00	5280	5336
200/1/9 21:30:52	-4.43	-4.16	2.86	192.00	63.00	32.00	5272	5344
200/1/9 21:30:57	-4.43	-4.20	2.90	192.00	63.00	32.00	5288	9272
200/1/9 21:31:1		-4.39	-4.16	2.82	192.00	63.00	32.00	5276	5356
200/1/9 21:31:6		-4.39	-4.12	2.86	192.00	63.00	32.00	5288	5336
200/1/9 21:31:11	-4.39	-4.20	2.82	192.00	63.00	32.00	5284	5340
200/1/9 21:31:15	-4.43	-4.16	2.79	192.00	63.00	32.00	7232	5348
200/1/9 21:31:20	-4.43	-4.16	2.90	192.00	63.00	32.00	5288	5340
200/1/9 21:31:24	-4.43	-4.24	2.86	192.00	63.00	32.00	5280	5336
200/1/9 21:31:29	-4.39	-4.20	2.86	192.00	63.00	32.00	5264	5348
200/1/9 21:31:33	-4.47	-4.16	2.86	192.00	63.00	32.00	5264	5344
200/1/9 21:31:38	-4.43	-4.16	2.86	192.00	63.00	32.00	5280	5348
200/1/9 21:31:43	-4.39	-4.24	2.94	192.00	63.00	32.00	5272	5356
200/1/9 21:31:47	-4.43	-4.16	2.82	192.00	63.00	32.00	5268	5352
200/1/9 21:31:52	-4.39	-4.20	2.90	192.00	63.00	32.00	5288	5340
200/1/9 21:31:56	-4.43	-4.20	2.82	192.00	63.00	32.00	5288	5348
200/1/9 21:32:1		-4.43	-4.20	2.86	192.00	63.00	32.00	5280	5344
200/1/9 21:32:5		-4.39	-4.16	2.90	192.00	63.00	32.00	5268	5336
200/1/9 21:32:10	-4.47	-4.24	2.75	192.00	63.00	32.00	5284	5340
200/1/9 21:32:15	-4.43	-4.20	2.86	193.00	63.00	32.00	5264	5352
200/1/9 21:32:19	-4.47	-4.20	2.86	193.00	63.00	32.00	5272	5340
200/1/9 21:32:24	-4.43	-4.20	2.86	193.00	63.00	32.00	5284	5336
200/1/9 21:32:28	-4.39	-4.20	2.86	193.00	63.00	32.00	5276	5332
200/1/9 21:32:33	-4.43	-4.20	2.90	193.00	63.00	32.00	5280	5328
200/1/9 21:32:37	-4.43	-4.20	2.86	193.00	62.00	33.00	5284	5344
200/1/9 21:32:42	-4.43	-4.20	2.90	193.00	63.00	32.00	5268	5344
200/1/9 21:32:47	-4.43	-4.16	2.82	193.00	63.00	32.00	5276	5348
200/1/9 21:32:51	-4.43	-4.20	2.86	193.00	63.00	32.00	5264	5348
200/1/9 21:32:56	-4.43	-4.20	2.82	193.00	63.00	32.00	5284	5348
200/1/9 21:33:0		-4.43	-4.16	2.86	192.00	63.00	32.00	5280	5332
200/1/9 21:33:5		-4.47	-4.16	2.82	192.00	64.00	32.00	5276	5344
200/1/9 21:33:9		-4.43	-4.24	2.86	193.00	63.00	32.00	5280	5344
200/1/9 21:33:14	-4.43	-4.16	2.82	192.00	63.00	32.00	5272	5344
200/1/9 21:33:19	-4.39	-4.16	2.94	193.00	63.00	32.00	5268	5336
200/1/9 21:33:23	-4.39	-4.24	2.75	193.00	63.00	32.00	5280	5344
200/1/9 21:33:28	-4.39	-4.16	2.86	193.00	63.00	32.00	5276	5348
200/1/9 21:33:32	-4.39	-4.24	2.86	193.00	64.00	32.00	5268	5344
200/1/9 21:33:37	-4.43	-4.20	2.82	193.00	63.00	32.00	5280	5340
200/1/9 21:33:41	-4.43	-4.20	2.86	193.00	63.00	32.00	5280	5344
200/1/9 21:33:46	-4.43	-4.16	2.94	194.00	64.00	31.00	5268	5348
200/1/9 21:33:50	-4.47	-4.28	2.90	194.00	63.00	32.00	5292	5332
200/1/9 21:33:55	-4.43	-4.16	2.90	194.00	63.00	32.00	5280	5340
200/1/9 21:34:0		-4.31	-4.35	2.86	194.00	63.00	32.00	5280	5328
200/1/9 21:34:4		-4.43	-4.20	2.90	194.00	64.00	32.00	5276	5348
200/1/9 21:34:9		-4.39	-4.12	2.82	194.00	63.00	32.00	5264	5336
200/1/9 21:34:13	-4.43	-4.16	2.86	194.00	63.00	32.00	5264	7300
200/1/9 21:34:18	-4.35	-4.16	2.86	194.00	64.00	32.00	5264	5348
200/1/9 21:34:22	-4.43	-4.16	2.90	194.00	64.00	31.00	5264	5344
200/1/9 21:34:27	-4.39	-4.20	2.79	194.00	63.00	32.00	5292	5324
200/1/9 21:34:32	-4.39	-4.20	2.82	194.00	64.00	32.00	5272	5344
200/1/9 21:34:36	-4.39	-4.20	2.82	193.00	64.00	32.00	7220	5344
200/1/9 21:34:41	-4.43	-4.20	2.82	194.00	64.00	32.00	5284	5332
200/1/9 21:34:45	-4.39	-4.24	2.82	193.00	64.00	32.00	5288	5328
200/1/9 21:34:50	-4.39	-4.16	2.90	193.00	64.00	32.00	5280	5328
200/1/9 21:34:54	-4.43	-4.20	2.86	193.00	64.00	32.00	5284	5336
200/1/9 21:34:59	-4.43	-4.20	2.90	193.00	64.00	32.00	5276	5336
200/1/9 21:35:4		-4.39	-4.20	2.86	193.00	64.00	32.00	5280	7292
200/1/9 21:35:8		-4.39	-4.20	2.86	193.00	64.00	32.00	5272	5344
200/1/9 21:35:13	-4.39	-4.20	2.86	193.00	64.00	32.00	5272	5352
200/1/9 21:35:17	-4.43	-4.16	2.86	193.00	64.00	32.00	5284	5344
200/1/9 21:35:22	-4.51	-4.16	2.86	193.00	64.00	32.00	5292	5344
200/1/9 21:35:26	-4.43	-4.12	2.82	192.00	64.00	32.00	5268	5352
200/1/9 21:35:31	-4.39	-4.24	2.86	193.00	64.00	32.00	5264	5348
200/1/9 21:35:36	-4.43	-4.16	2.86	193.00	64.00	32.00	5268	5332
200/1/9 21:35:40	-4.43	-4.20	2.90	193.00	64.00	32.00	5284	5332
200/1/9 21:35:45	-4.39	-4.20	2.90	193.00	64.00	32.00	5292	5340
200/1/9 21:35:49	-4.43	-4.16	2.86	193.00	64.00	32.00	5292	5348
200/1/9 21:35:54	-4.39	-4.20	2.86	193.00	64.00	32.00	5272	5352
200/1/9 21:35:58	-4.39	-4.24	2.86	193.00	64.00	32.00	5260	5352
200/1/9 21:36:3		-4.43	-4.20	2.86	193.00	64.00	32.00	5284	5332
200/1/9 21:36:7		-4.43	-4.16	2.94	193.00	64.00	32.00	5264	5340
200/1/9 21:36:12	-4.39	-4.24	2.86	193.00	64.00	32.00	5264	5336
200/1/9 21:36:17	-4.47	-4.24	2.79	193.00	64.00	32.00	5284	9244
200/1/9 21:36:21	-4.43	-4.20	2.86	193.00	64.00	32.00	5280	5348
200/1/9 21:36:26	-4.43	-4.16	2.86	193.00	64.00	32.00	5272	5352
200/1/9 21:36:30	-4.43	-4.16	2.86	193.00	64.00	32.00	5268	5344
200/1/9 21:36:35	-4.39	-4.20	2.90	193.00	64.00	32.00	5264	5340
200/1/9 21:36:39	-4.43	-4.16	2.86	194.00	64.00	32.00	5280	5332
